Compound,RF,NN
CMP1608,9.462903471,9.914404864
CMP1609,7.259836393,6.3408976
CMP1610,7.317033255,6.552293091
CMP1611,8.7990414,8.94588413
CMP1612,7.733778189,7.367192595
CMP1613,7.93742526,10.20502933
CMP1614,9.311585256,7.854704405
CMP1615,7.436088415,8.029029089
CMP1616,9.091439855,8.408989678
CMP1617,8.297142186,10.73621254
CMP1618,9.803063991,10.85093362
CMP1619,7.800634271,6.065175913
CMP1620,9.365274161,10.41590223
CMP1621,9.474285298,9.375401842
CMP1622,8.135813782,7.796012644
CMP1623,8.908312982,10.8547812
CMP1624,8.294539603,10.77992483
CMP1625,7.128389417,8.808373041
CMP1626,7.481436409,5.205190203
CMP1627,8.706268677,8.330505679
CMP1628,9.118476566,9.646096425
CMP1629,6.334955515,5.361191909
CMP1630,9.291039466,7.421425519
CMP1631,6.148192247,6.063182842
CMP1632,9.384696634,10.0115675
CMP1633,9.293260423,6.988583245
CMP1634,9.64227285,10.05326951
CMP1635,9.636924158,7.290868526
CMP1636,7.664723774,9.976696005
CMP1637,7.605454034,6.193589921
CMP1638,6.768346635,5.60424538
CMP1639,8.583798294,7.406444657
CMP1640,8.47805628,7.211577191
CMP1641,8.763659181,8.551650646
CMP1642,9.748341583,9.242618215
CMP1643,9.375680908,8.14956658
CMP1644,9.299645934,8.577130918
CMP1645,8.543124542,9.453662581
CMP1646,7.585334754,8.335040318
CMP1647,9.246154221,9.377257749
CMP1648,7.873839308,8.927169539
CMP1649,9.924158462,5.757209288
CMP1650,5.626053217,4.729667362
CMP1651,8.965600805,8.16673301
CMP1652,8.782997565,9.251341208
CMP1653,8.514270577,8.652677955
CMP1654,9.473369652,9.740419163
CMP1655,7.539536427,7.231026198
CMP1656,6.389249178,4.94228473
CMP1657,9.414724631,8.900144745
CMP1658,6.839848935,6.175230749
CMP1659,7.76732034,8.758643788
CMP1660,8.104212746,5.651181521
CMP1661,7.240573116,8.873460745
CMP1662,7.568452714,9.084158378
CMP1663,9.063439366,9.142339887
CMP1664,9.492720879,10.28227851
CMP1665,6.953496643,8.517304361
CMP1666,7.139410128,7.439506748
CMP1667,7.492892811,3.390110589
CMP1668,9.282526936,10.74136462
CMP1669,7.100592465,7.100465414
CMP1670,7.826912873,4.387267378
CMP1671,9.398232928,8.561122315
CMP1672,7.399206325,3.67565117
CMP1673,9.14095072,9.231333983
CMP1674,7.983070146,8.62959784
CMP1675,7.482445762,3.22450355
CMP1676,7.159387334,10.21795598
CMP1677,8.408874647,10.81635045
CMP1678,7.535697478,4.946628655
CMP1679,7.467349957,6.3700848
CMP1680,8.755053739,8.683290087
CMP1681,8.862792196,10.26427785
CMP1682,7.140998659,4.518635023
CMP1683,9.594082482,9.248703987
CMP1684,8.387025367,9.508795289
CMP1685,8.629741424,9.726562882
CMP1686,9.375259842,10.74568554
CMP1687,9.084670031,7.724253989
CMP1688,7.1859247,6.259142701
CMP1689,7.600038213,8.398085215
CMP1690,8.610566524,9.005408419
CMP1691,9.240599299,8.213250634
CMP1692,9.261912726,8.23212884
CMP1693,8.302915776,9.540134452
CMP1694,9.629687667,7.313860166
CMP1695,7.745542293,9.891640739
CMP1696,8.584098124,7.53403646
CMP1697,8.519151855,9.078155315
CMP1698,9.505826808,6.57573464
CMP1699,8.481778617,6.87228552
CMP1700,8.786288683,9.364889921
CMP1701,7.744862582,5.422894442
CMP1702,9.886556986,9.987956161
CMP1703,7.558723244,8.889104278
CMP1704,9.285108672,9.510152519
CMP1705,8.010505041,5.64891757
CMP1706,6.343508243,8.820922899
CMP1707,8.19881791,8.61824914
CMP1708,8.961485615,7.121726395
CMP1709,7.65891777,6.726953718
CMP1710,7.388249734,5.875536269
CMP1711,9.244315688,10.66672165
CMP1712,9.003739663,8.281417583
CMP1713,9.447606525,5.910024177
CMP1714,9.392414446,9.723451434
CMP1715,9.111935934,11.01255463
CMP1716,7.721049023,8.343576502
CMP1717,7.246517354,7.787979103
CMP1718,9.976411618,10.71207266
CMP1719,6.683134981,5.546665147
CMP1720,7.084602591,8.419485899
CMP1721,7.458444634,7.337953963
CMP1722,8.005536068,5.55341978
CMP1723,7.278757415,7.352684007
CMP1724,9.080446999,6.244527207
CMP1725,8.839864493,9.012104951
CMP1726,9.440134907,10.90586281
CMP1727,8.462041317,9.133533847
CMP1728,9.338402631,7.423016745
CMP1729,8.096396456,8.683454461
CMP1730,6.558905841,5.112786298
CMP1731,9.464143368,10.39101054
CMP1732,9.055546482,11.11870349
CMP1733,9.071885242,9.657239008
CMP1734,8.888434111,9.612327037
CMP1735,7.950448903,10.85377537
CMP1736,7.388848473,8.47613096
CMP1737,8.365486657,10.32066156
CMP1738,8.113115645,9.446281268
CMP1739,6.878197279,7.704449185
CMP1740,9.182197869,10.57774762
CMP1741,9.084023746,8.595818164
CMP1742,6.945857862,8.446099994
CMP1743,9.111527781,8.413280855
CMP1744,7.208714946,7.387075702
CMP1745,7.69614422,9.459988734
CMP1746,7.371660105,6.06610132
CMP1747,9.265759297,10.59500124
CMP1748,8.00997098,7.148484898
CMP1749,9.253266319,9.303978723
CMP1750,9.847266783,9.314475373
CMP1751,9.672739106,10.09788831
CMP1752,7.019347569,6.195236846
CMP1753,9.251463042,9.818239316
CMP1754,9.263764595,10.17052614
CMP1755,9.484358032,10.72597762
CMP1756,9.688000299,9.108830539
CMP1757,9.216769765,8.819046182
CMP1758,9.770184456,9.990371664
CMP1759,9.253569997,9.563101631
CMP1760,9.33652836,8.688573066
CMP1761,8.930836891,9.50866353
CMP1762,8.600596481,9.461555341
CMP1763,9.243917124,8.388271929
CMP1764,9.070769632,9.12143088
CMP1765,7.906569422,9.920125505
CMP1766,9.271935142,10.11603804
CMP1767,9.187274854,7.993684053
CMP1768,7.110200672,8.571601963
CMP1769,6.443012974,6.671174589
CMP1770,7.807188246,7.505168249
CMP1771,8.786274734,8.552465709
CMP1772,9.531839128,6.900695705
CMP1773,8.418702651,6.685684553
CMP1774,8.986534852,9.199575692
CMP1775,7.408487227,8.687532758
CMP1776,8.368447578,9.559950252
CMP1777,9.751638459,9.172588046
CMP1778,5.80913921,5.061216532
CMP1779,8.843508077,7.192473087
CMP1780,7.993628845,9.319558475
CMP1781,7.371836902,7.656563095
CMP1782,9.198524603,4.103328513
CMP1783,8.848600571,8.581630894
CMP1784,6.425883069,5.72768668
CMP1785,8.396961379,7.711947233
CMP1786,8.753654775,10.17897049
CMP1787,7.231751537,9.308691088
CMP1788,6.548933142,8.772687514
CMP1789,7.903647843,6.741330618
CMP1790,9.228763193,8.525763948
CMP1791,7.092761096,9.141281006
CMP1792,6.934346774,8.106671059
CMP1793,7.276715441,4.241678839
CMP1794,9.453985089,11.27962928
CMP1795,7.745375484,9.881873141
CMP1796,9.184433352,6.943639765
CMP1797,7.730795913,4.973419716
CMP1798,9.218978582,9.976736376
CMP1799,9.594556069,10.03546148
CMP1800,9.370022175,10.39785858
CMP1801,5.827154083,5.062592368
CMP1802,7.636617246,6.619445515
CMP1803,8.317385192,8.75006925
CMP1804,7.151233666,6.978887513
CMP1805,9.190429469,10.75426811
CMP1806,8.172676453,9.148605863
CMP1807,9.855659426,10.46140014
CMP1808,7.669811923,10.29368887
CMP1809,9.344447487,8.185445401
CMP1810,6.790356073,5.200702824
CMP1811,9.161427649,8.462529386
CMP1812,9.757649514,9.98036105
CMP1813,9.76890676,10.68805399
CMP1814,8.090237897,8.712412578
CMP1815,7.329857195,6.678982449
CMP1816,9.379523803,5.076487869
CMP1817,9.375757025,9.666348414
CMP1818,7.594869174,5.926692911
CMP1819,9.513531596,10.72209366
CMP1820,7.895985295,10.58638827
CMP1821,9.890340588,9.858587204
CMP1822,9.327654777,10.16505133
CMP1823,7.371678177,6.557939091
CMP1824,6.954162261,8.849021994
CMP1825,9.492977367,10.80995633
CMP1826,9.019605,10.8903449
CMP1827,8.574950686,10.0151338
CMP1828,7.981434612,9.172288691
CMP1829,9.090621632,9.813900024
CMP1830,9.191896937,8.155896168
CMP1831,8.585035854,8.838908894
CMP1832,9.554680295,10.70287437
CMP1833,9.124259618,10.53170655
CMP1834,9.197014303,8.172979344
CMP1835,7.06944728,8.128914045
CMP1836,8.636031629,8.571787334
CMP1837,9.429383002,6.736576754
CMP1838,7.599378997,5.59333764
CMP1839,9.036380174,9.331305925
CMP1840,9.595111847,10.48929255
CMP1841,8.528619672,10.68202746
CMP1842,7.246555601,5.792542834
CMP1843,9.098626229,9.544240811
CMP1844,5.834718508,5.747783965
CMP1845,8.834174179,9.442825652
CMP1846,7.888419354,6.629190211
CMP1847,9.460567496,9.195371863
CMP1848,8.803083612,10.75800867
CMP1849,7.921578287,7.330911456
CMP1850,7.439188873,9.561826879
CMP1851,7.190850692,6.675634416
CMP1852,9.22599924,7.365928358
CMP1853,6.961569603,5.291341369
CMP1854,9.419694395,8.58340719
CMP1855,7.323729763,8.395905531
CMP1856,9.326129115,9.31231451
CMP1857,9.044978361,9.622516656
CMP1858,7.52019523,7.408915599
CMP1859,6.603565009,9.835980952
CMP1860,9.111730715,8.912334497
CMP1861,8.425590585,8.161061417
CMP1862,9.087576508,6.265200213
CMP1863,6.999350221,9.117904742
CMP1864,9.371474155,7.597594847
CMP1865,7.914847117,5.024167276
CMP1866,9.446424621,8.194272187
CMP1867,9.066159906,8.72410317
CMP1868,9.47686561,8.473975102
CMP1869,9.716371191,9.161852157
CMP1870,9.223344266,8.316279519
CMP1871,5.880625532,5.806796274
CMP1872,9.413800971,8.831624474
CMP1873,8.414743971,7.699266937
CMP1874,7.383267166,7.702239055
CMP1875,7.781688344,8.364392695
CMP1876,9.481953867,9.445068258
CMP1877,9.294540106,7.594188155
CMP1878,6.925172527,7.91137288
CMP1879,9.307966042,8.595035663
CMP1880,7.722546094,7.680972969
CMP1881,10.14381069,7.161179499
CMP1882,9.23569732,9.321356528
CMP1883,8.252952433,8.031456044
CMP1884,9.267052283,8.666572251
CMP1885,8.225276175,6.922710774
CMP1886,7.76948099,8.591312693
CMP1887,8.012377388,9.998238743
CMP1888,9.396388922,9.11277589
CMP1889,9.441134108,10.83994356
CMP1890,6.832950288,6.395950395
CMP1891,8.208490942,8.496082084
CMP1892,7.686679446,6.147085329
CMP1893,9.348545866,9.183601386
CMP1894,8.558019788,9.843301942
CMP1895,10.17890837,9.615523447
CMP1896,9.933560819,10.34811712
CMP1897,8.412299382,9.467841057
CMP1898,9.302620929,8.292825023
CMP1899,7.417083753,7.583735993
CMP1900,9.443683351,10.16940489
CMP1901,7.5672712,6.400278024
CMP1902,9.348094416,9.124455982
CMP1903,9.242308603,10.51255375
CMP1904,9.253794901,8.038327545
CMP1905,8.474561869,9.519274189
CMP1906,7.361989853,6.073124164
CMP1907,8.695574318,8.343090391
CMP1908,9.458767048,6.842840473
CMP1909,7.759424685,5.462056855
CMP1910,6.901016663,6.953047255
CMP1911,9.038361994,7.779395176
CMP1912,8.337853279,10.81976915
CMP1913,9.159518393,8.016966366
CMP1914,8.41486938,9.020046975
CMP1915,8.506238632,7.759906972
CMP1916,9.347454979,7.880608747
CMP1917,6.800821388,5.980662246
CMP1918,7.942435484,6.716842285
CMP1919,7.742811957,8.268407699
CMP1920,9.264828343,10.66384907
CMP1921,9.216898993,10.46834416
CMP1922,9.422269269,8.99184644
CMP1923,9.644037041,10.92601586
CMP1924,8.064250432,5.347561485
CMP1925,7.418976248,7.550422581
CMP1926,7.572481513,8.819171659
CMP1927,9.886410299,10.08278546
CMP1928,6.810375737,6.910715418
CMP1929,6.778591743,6.226220199
CMP1930,7.646822445,7.750295822
CMP1931,8.35392992,8.238388006
CMP1932,7.373922873,5.92054201
CMP1933,8.707461136,9.374910253
CMP1934,6.742393938,8.748484042
CMP1935,7.917728078,5.030118416
CMP1936,8.482390232,9.865727876
CMP1937,7.144152914,7.970697281
CMP1938,8.738309444,10.16022522
CMP1939,7.292366344,9.412162916
CMP1940,7.091878324,8.394849152
CMP1941,9.47159427,8.667421198
CMP1942,7.130857494,9.000600532
CMP1943,8.084483036,8.730991939
CMP1944,8.782944244,8.277738844
CMP1945,9.172673189,10.11480177
CMP1946,7.918468536,9.572662167
CMP1947,6.979647272,8.473365877
CMP1948,9.035824766,9.788861735
CMP1949,9.691706609,11.07791062
CMP1950,9.791620934,9.515356916
CMP1951,8.805615541,8.015177486
CMP1952,7.128733996,10.28366977
CMP1953,7.894771634,9.815132732
CMP1954,6.623552976,1.059046949
CMP1955,9.09970124,8.693978879
CMP1956,6.767517049,5.041854597
CMP1957,8.147482819,8.613641433
CMP1958,9.122796055,10.32881748
CMP1959,7.651750601,9.26877319
CMP1960,9.436228901,9.122460595
CMP1961,9.462653366,9.50313998
CMP1962,9.595024364,10.31397402
CMP1963,8.103361982,8.731183341
CMP1964,9.14803928,7.610819143
CMP1965,9.343381626,8.794374823
CMP1966,7.478424959,6.127262655
CMP1967,9.425856758,10.71266426
CMP1968,8.804574912,8.12954185
CMP1969,8.732562832,5.4868542
CMP1970,7.85449617,8.881977446
CMP1971,9.287334941,7.884700229
CMP1972,7.472723439,5.675068012
CMP1973,9.442472333,7.976749055
CMP1974,6.894873651,2.440814405
CMP1975,7.615362841,8.553609222
CMP1976,7.491363002,7.071269491
CMP1977,7.194642972,7.946508884
CMP1978,8.961041836,9.356423951
CMP1979,6.652418278,7.248141493
CMP1980,9.286499267,10.52613708
CMP1981,7.664441511,7.738582453
CMP1982,7.73943264,6.776003441
CMP1983,9.318480646,5.510696873
CMP1984,7.216612284,8.205196758
CMP1985,8.102383573,8.338720438
CMP1986,7.569009952,7.95318373
CMP1987,8.098675164,5.986952099
CMP1988,7.267436706,8.010167226
CMP1989,7.261672525,8.230747918
CMP1990,6.934758418,7.111003542
CMP1991,6.986856533,5.147273601
CMP1992,8.973354515,8.704606873
CMP1993,8.472803506,7.667641029
CMP1994,7.187566505,9.193894462
CMP1995,8.158689122,8.501930742
CMP1996,8.856478582,8.904699675
CMP1997,7.410070688,5.62545116
CMP1998,9.405942665,7.724879562
CMP1999,6.033505235,5.990863812
CMP2000,7.346999516,9.534968509
CMP2001,9.259365492,8.576966697
CMP2002,8.132713284,8.479800645
CMP2003,8.91251323,8.020168548
CMP2004,9.643941636,9.615981224
CMP2005,7.468295816,9.639441872
CMP2006,9.19553977,10.47937151
CMP2007,8.904551143,10.65229398
CMP2008,6.998630309,8.46919585
CMP2009,7.202776181,8.68604665
CMP2010,10.13382622,7.091574934
CMP2011,8.994214993,8.899445991
CMP2012,9.79806296,9.559608307
CMP2013,5.862654778,5.473476219
CMP2014,9.50618681,10.72179141
CMP2015,9.931895735,10.82559048
CMP2016,7.161356712,7.475049883
CMP2017,9.166112459,10.52144791
CMP2018,8.907108201,9.732300491
CMP2019,7.430716814,9.160202148
CMP2020,9.528693296,9.449374125
CMP2021,9.198273432,10.32606761
CMP2022,8.721524136,9.962177865
CMP2023,8.138473629,10.54187951
CMP2024,8.417649821,8.256954414
CMP2025,9.273992717,8.231485759
CMP2026,9.423046418,10.20221604
CMP2027,7.498484227,6.222243587
CMP2028,7.478418846,5.546219539
CMP2029,8.071942924,5.247889402
CMP2030,8.225459601,6.102941651
CMP2031,8.036966957,8.446800995
CMP2032,7.843205876,7.014085729
CMP2033,7.770556238,8.283731732
CMP2034,7.27600588,9.340381597
CMP2035,7.435057891,8.695490716
CMP2036,8.949978671,8.43569975
CMP2037,9.255908373,9.539991725
CMP2038,9.196325842,10.12831193
CMP2039,9.108986347,8.92734128
CMP2040,8.508682387,10.07172327
CMP2041,7.627293479,7.93099275
CMP2042,6.237756589,5.124964882
CMP2043,6.019919108,6.186396019
CMP2044,7.320767555,8.641316781
CMP2045,6.861139173,6.112170993
CMP2046,9.396390321,8.656804169
CMP2047,9.216643837,8.590082126
CMP2048,9.587867669,10.58235894
CMP2049,7.246580493,8.809384743
CMP2050,8.971415227,9.618383882
CMP2051,8.326805111,8.449628711
CMP2052,8.850998081,10.02189631
CMP2053,8.570066914,8.959428297
CMP2054,6.519807002,6.592079097
CMP2055,8.295825517,10.18395678
CMP2056,9.58134978,9.377222714
CMP2057,6.73479226,8.959088685
CMP2058,6.831464082,5.96233098
CMP2059,7.08611882,8.528635245
CMP2060,9.553944329,8.447757432
CMP2061,9.780218075,9.657518203
CMP2062,9.156795578,8.18420734
CMP2063,6.920387284,8.054445236
CMP2064,8.897474362,10.56274186
CMP2065,9.380268446,10.53522335
CMP2066,6.80187294,5.398840634
CMP2067,10.17191898,11.26221977
CMP2068,7.981274208,7.457834621
CMP2069,7.175718307,7.744644584
CMP2070,7.360226969,5.781063756
CMP2071,9.67224185,10.97106648
CMP2072,9.783590092,9.575625806
CMP2073,8.830227821,8.294295326
CMP2074,6.577638995,2.250290963
CMP2075,8.539631383,10.64976264
CMP2076,7.359931204,6.772291132
CMP2077,8.776889768,9.463551589
CMP2078,8.056229421,9.580376344
CMP2079,9.105662715,10.45844509
CMP2080,9.412804517,9.108304881
CMP2081,9.523733898,6.461698134
CMP2082,9.548245406,9.709730802
CMP2083,8.813224744,11.12606111
CMP2084,9.522450569,7.437794916
CMP2085,7.759070591,8.609287491
CMP2086,9.253330528,5.194122409
CMP2087,9.422257462,9.173518446
CMP2088,6.647587925,4.677739379
CMP2089,8.679140573,7.829254589
CMP2090,8.457192088,10.78463369
CMP2091,7.688950706,5.516242537
CMP2092,9.132779261,7.177396338
CMP2093,9.188159373,7.679024715
CMP2094,9.495428525,10.8218297
CMP2095,9.430946752,10.42420496
CMP2096,8.963092281,10.80671676
CMP2097,7.493919738,5.568698173
CMP2098,9.357917155,9.15985784
CMP2099,9.333438235,7.090000176
CMP2100,9.526246455,8.307436958
CMP2101,9.107404263,7.762471914
CMP2102,7.081501591,7.51647138
CMP2103,7.5117511,7.372348238
CMP2104,6.356928577,6.041348979
CMP2105,8.002459695,10.69679318
CMP2106,8.739197117,10.25307611
CMP2107,8.282451657,9.893005647
CMP2108,7.636028294,8.833860886
CMP2109,9.454864876,9.873841929
CMP2110,9.347604982,10.78016663
CMP2111,7.01931392,5.139995263
CMP2112,7.596289532,8.487365846
CMP2113,9.380771606,9.069766613
CMP2114,6.714979129,7.444317362
CMP2115,7.480254073,7.897116897
CMP2116,7.766402624,9.867331793
CMP2117,8.375969771,8.866082379
CMP2118,7.117671024,8.658155116
CMP2119,7.731947788,7.525154604
CMP2120,8.972457714,5.398315378
CMP2121,6.564977292,5.454202951
CMP2122,9.204457117,6.891027757
CMP2123,7.018312998,7.003618176
CMP2124,6.046937627,6.048810266
CMP2125,6.442353078,3.384284311
CMP2126,8.012839059,7.859955519
CMP2127,9.338144845,8.842934885
CMP2128,7.025566794,3.278279803
CMP2129,9.537395611,9.985173709
CMP2130,9.693405551,8.951232479
CMP2131,8.132816298,7.289238533
CMP2132,8.672550764,10.35119961
CMP2133,9.418794175,8.960602547
CMP2134,8.402556525,10.56577884
CMP2135,9.092967135,8.579140544
CMP2136,7.815021042,8.975487339
CMP2137,6.998508187,6.995981468
CMP2138,8.558994634,10.35106864
CMP2139,9.308899549,10.57634914
CMP2140,5.842122892,9.453106397
CMP2141,7.821682351,9.143633048
CMP2142,9.467190551,9.880918792
CMP2143,9.042600874,9.455393096
CMP2144,7.379776665,8.44489332
CMP2145,9.505845209,9.380904651
CMP2146,9.450646419,6.741556666
CMP2147,9.578994978,9.556473205
CMP2148,9.171365062,7.918400346
CMP2149,9.574848364,7.970407893
CMP2150,9.603756001,10.42433556
CMP2151,9.445310175,7.120462582
CMP2152,9.235738147,10.26002732
CMP2153,9.276364774,9.929818545
CMP2154,9.328094056,7.376461267
CMP2155,8.466492623,10.42386855
CMP2156,7.725790491,8.661899125
CMP2157,9.590870968,10.91387215
CMP2158,7.820183632,8.704156285
CMP2159,7.585696383,7.247697606
CMP2160,9.377830766,10.42425873
CMP2161,8.720787066,10.35816047
CMP2162,8.681883401,7.653794338
CMP2163,9.55641618,8.709314166
CMP2164,7.522944468,6.549037924
CMP2165,7.923668924,9.216325063
CMP2166,7.028350729,7.237074431
CMP2167,8.830975758,8.499214741
CMP2168,9.155776819,9.019798072
CMP2169,7.433010858,5.692713387
CMP2170,7.5730274,4.798243235
CMP2171,8.799700087,9.219737278
CMP2172,7.945849776,10.53773582
CMP2173,6.637111325,7.524459543
CMP2174,7.018447714,7.86537367
CMP2175,7.102299288,6.375589034
CMP2176,9.67441045,10.24229113
CMP2177,5.946442747,6.220583034
CMP2178,6.694732233,6.28108653
CMP2179,9.333480869,8.596724602
CMP2180,7.938846538,7.633022218
CMP2181,9.380660873,10.70533547
CMP2182,9.203276453,10.2783017
CMP2183,8.090511942,9.371315173
CMP2184,7.149820354,6.388435698
CMP2185,9.429597653,10.64272557
CMP2186,9.724025532,10.33172699
CMP2187,9.171053316,7.129852095
CMP2188,7.495154933,6.981439532
CMP2189,9.526576423,10.93837546
CMP2190,7.829051074,6.306816295
CMP2191,8.19599183,9.49320994
CMP2192,9.690753881,9.556503869
CMP2193,8.836938583,7.440936474
CMP2194,9.576902731,8.928367945
CMP2195,7.106000016,9.312706514
CMP2196,7.06407923,8.091339137
CMP2197,8.274187511,9.188519454
CMP2198,7.247223654,7.761931387
CMP2199,8.70576944,8.800077916
CMP2200,9.358983176,8.357076468
CMP2201,9.508311725,9.675018851
CMP2202,9.025058161,9.533840216
CMP2203,9.024483818,9.813082815
CMP2204,7.218693936,7.954307026
CMP2205,6.959999054,0.535807808
CMP2206,7.171226558,6.497486161
CMP2207,6.784707834,6.214221321
CMP2208,9.889035886,10.05891737
CMP2209,9.603332339,10.61927352
CMP2210,9.448425414,8.467245247
CMP2211,8.913313675,8.218273069
CMP2212,9.241002871,7.11554431
CMP2213,8.303859556,10.87266075
CMP2214,9.107515792,8.464548738
CMP2215,7.981891832,9.039472516
CMP2216,7.771336498,8.71620346
CMP2217,9.701288958,8.400916659
CMP2218,9.410854553,10.15302156
CMP2219,8.825834494,9.930414103
CMP2220,8.603682481,5.61275639
CMP2221,9.506218507,8.194039802
CMP2222,8.339343759,7.141028926
CMP2223,7.474561958,7.849757018
CMP2224,7.47821084,10.00963201
CMP2225,7.152707948,7.91967561
CMP2226,9.339249209,7.809922161
CMP2227,7.492072155,8.521764542
CMP2228,9.112258574,8.055292207
CMP2229,8.797263207,9.234429034
CMP2230,7.779319492,9.260681513
CMP2231,6.849512993,5.489859838
CMP2232,6.940368841,5.308532355
CMP2233,9.212628198,10.39468469
CMP2234,7.107264868,8.582465566
CMP2235,7.201912824,5.900860447
CMP2236,8.938551485,8.174978639
CMP2237,9.638917086,9.213531717
CMP2238,9.588031995,9.543368684
CMP2239,9.379972855,10.95668871
CMP2240,7.999039775,7.533309394
CMP2241,6.412525854,3.113903439
CMP2242,6.840917337,4.122119547
CMP2243,8.025970758,8.34772272
CMP2244,7.338388535,8.983792552
CMP2245,6.451736228,8.793477487
CMP2246,7.455737655,6.150654149
CMP2247,8.778509769,11.12901909
CMP2248,9.511662617,9.393164493
CMP2249,9.886029739,10.6287402
CMP2250,8.102151243,9.636351254
CMP2251,9.027202032,9.605540572
CMP2252,8.886471856,8.13029569
CMP2253,9.317903387,10.68800195
CMP2254,9.452920938,8.798756167
CMP2255,9.54980985,10.56597549
CMP2256,7.386976613,9.49606194
CMP2257,9.022764934,10.90083163
CMP2258,8.704396445,8.334454341
CMP2259,8.428688501,7.694827624
CMP2260,8.932022961,7.61350325
CMP2261,8.966773269,9.98192232
CMP2262,9.496199632,7.727733592
CMP2263,9.844502204,10.06026478
CMP2264,9.329012039,7.97901693
CMP2265,9.180817939,9.308852432
CMP2266,9.30873055,9.921370082
CMP2267,7.337087912,8.093048009
CMP2268,7.409442798,7.97104422
CMP2269,9.358152256,9.355383815
CMP2270,9.316854787,8.346242911
CMP2271,9.346070196,10.25278842
CMP2272,8.932415124,10.57244167
CMP2273,8.949110886,7.090138561
CMP2274,7.588862148,4.325769963
CMP2275,7.536849725,10.03000765
CMP2276,8.044968832,10.22304813
CMP2277,7.454257481,8.818978498
CMP2278,8.95589751,8.440736534
CMP2279,8.947044676,8.606902671
CMP2280,9.419680952,10.00543654
CMP2281,8.326380028,10.30124874
CMP2282,9.745653372,10.4759262
CMP2283,5.98014084,5.178609579
CMP2284,6.822106111,5.46256795
CMP2285,9.482837568,9.056299272
CMP2286,9.384726215,8.894122623
CMP2287,9.047255365,9.298652524
CMP2288,9.211840734,8.594771692
CMP2289,6.814593225,5.8374038
CMP2290,6.94515342,5.891652473
CMP2291,7.081295321,9.394869848
CMP2292,7.132242953,8.546231228
CMP2293,8.976186992,5.772489057
CMP2294,8.496281548,8.984804446
CMP2295,8.436534722,8.799470784
CMP2296,8.839234048,9.268000873
CMP2297,9.331451638,7.273879237
CMP2298,6.859338691,7.284241554
CMP2299,7.783094471,8.411677244
CMP2300,7.782055399,9.207924091
CMP2301,9.520828001,9.674806692
CMP2302,9.709148185,9.958629504
CMP2303,9.520278201,10.07465345
CMP2304,6.94259895,8.003815247
CMP2305,7.943218735,9.588635595
CMP2306,8.017367154,7.194738693
CMP2307,8.441717736,9.056897683
CMP2308,9.273042429,10.7850924
CMP2309,9.093058163,7.254988671
CMP2310,7.359352331,8.356171732
CMP2311,9.145801296,8.578773565
CMP2312,8.722787717,7.485932077
CMP2313,9.474878041,9.874818665
CMP2314,9.260318502,9.632891431
CMP2315,9.238606708,9.527178636
CMP2316,8.933088131,8.580073869
CMP2317,7.980633723,8.304871501
CMP2318,9.438304927,8.771102805
CMP2319,7.026963459,4.925278074
CMP2320,8.096480959,9.354317709
CMP2321,9.039499163,8.989446907
CMP2322,8.868989818,9.500914446
CMP2323,9.696910842,9.898390242
CMP2324,7.543652085,7.204215231
CMP2325,8.80067332,10.05547696
CMP2326,8.513916783,8.173142023
CMP2327,8.14987163,10.83382884
CMP2328,7.960175622,9.190928112
CMP2329,9.091572362,9.668666819
CMP2330,7.813355082,9.439825074
CMP2331,9.364598529,8.269454048
CMP2332,9.356626779,10.77216821
CMP2333,8.988401297,10.07188204
CMP2334,7.508482207,4.764024174
CMP2335,7.892647002,8.766140675
CMP2336,9.692352126,8.841680413
CMP2337,7.407245863,4.655454466
CMP2338,7.763104722,8.232953349
CMP2339,8.780041537,9.490210982
CMP2340,6.758050238,2.439178301
CMP2341,6.939074504,5.941206881
CMP2342,6.297731415,5.55090772
CMP2343,9.636216222,10.34600037
CMP2344,9.749703322,10.83029196
CMP2345,7.533486299,8.341254302
CMP2346,7.646782361,5.302561746
CMP2347,9.089029093,8.746664041
CMP2348,7.737340306,8.865191688
CMP2349,7.978916237,7.834111382
CMP2350,6.700327199,6.372711963
CMP2351,7.899468664,8.229521559
CMP2352,6.597598489,6.823772334
CMP2353,8.243658077,9.57114834
CMP2354,9.244117718,8.435330819
CMP2355,7.160683305,7.637315902
CMP2356,6.679951116,7.413557223
CMP2357,9.394192567,10.74289148
CMP2358,9.062398999,9.507945499
CMP2359,7.928825876,8.9950628
CMP2360,7.594026225,7.735396766
CMP2361,8.187669676,7.020577508
CMP2362,7.227139887,8.165282981
CMP2363,6.836624813,7.867092503
CMP2364,9.538097247,10.0428837
CMP2365,9.714711963,10.59645248
CMP2366,6.862110524,5.84019075
CMP2367,9.44482277,9.240884194
CMP2368,7.159739658,6.729491554
CMP2369,9.346423832,9.413132144
CMP2370,9.228923448,8.373705849
CMP2371,9.59527309,10.03916133
CMP2372,8.198369887,8.992014012
CMP2373,7.129742091,4.818051646
CMP2374,7.840365412,8.213390569
CMP2375,5.965656078,6.490174706
CMP2376,5.738059573,4.274693654
CMP2377,9.118159889,7.67286154
CMP2378,9.216663639,9.558726761
CMP2379,9.156951158,8.240335238
CMP2380,7.805053378,4.899449667
CMP2381,6.801065695,5.514858625
CMP2382,9.895935503,10.83643326
CMP2383,9.415903554,9.390558808
CMP2384,8.04495832,7.513784206
