Compound,RF,NN
CMP3162,7.317120884,6.113702239
CMP3163,6.694729748,6.434121001
CMP3164,8.844530144,9.558839458
CMP3165,9.681960453,10.48434755
CMP3166,9.732781505,8.005476441
CMP3167,6.325660142,6.647521524
CMP3168,9.351908138,8.795314641
CMP3169,7.371720281,6.781801658
CMP3170,9.309788852,9.095772034
CMP3171,9.07743536,7.617402453
CMP3172,9.480442867,8.725531583
CMP3173,9.29845236,8.297775917
CMP3174,9.167836441,11.11417173
CMP3175,6.915585539,8.176071652
CMP3176,9.373661359,10.75535105
CMP3177,8.92156464,9.795959978
CMP3178,8.572427183,10.39299433
CMP3179,7.557406508,4.313726258
CMP3180,9.099156388,10.76701805
CMP3181,9.549842395,10.77734503
CMP3182,9.480697418,11.16832097
CMP3183,9.38818308,11.05298275
CMP3184,6.945176819,7.149574878
CMP3185,6.283697287,5.601559586
CMP3186,9.418064577,10.11859719
CMP3187,9.209159904,9.616026713
CMP3188,7.729191408,7.335785548
CMP3189,9.506369116,9.895657513
CMP3190,9.529930256,8.772157606
CMP3191,6.283966971,6.634088325
CMP3192,9.391264383,9.980840614
CMP3193,8.636073137,8.472386503
CMP3194,8.953592799,8.275428768
CMP3195,8.118569288,8.215961876
CMP3196,9.170021693,7.653125908
CMP3197,9.289380188,10.66317944
CMP3198,8.418131639,6.731040082
CMP3199,9.27407959,9.375935899
CMP3200,9.448832674,10.71566308
CMP3201,8.227660572,8.8444696
CMP3202,7.494350535,6.140583981
CMP3203,9.035764132,7.097082887
CMP3204,9.640746656,8.124373727
CMP3205,9.182669637,8.685215838
CMP3206,7.606520571,10.16746667
CMP3207,9.535114527,10.31571459
CMP3208,7.917756322,8.409180475
CMP3209,9.299108043,8.31703429
CMP3210,9.032461276,6.551516841
CMP3211,9.592462847,8.970707873
CMP3212,8.413154092,7.637443768
CMP3213,6.600001441,7.511361045
CMP3214,7.963518215,9.172776054
CMP3215,8.311226951,9.071860781
CMP3216,8.821317602,7.614120948
CMP3217,7.547017297,8.546375631
CMP3218,9.326138868,10.49255096
CMP3219,8.315228871,8.485156318
CMP3220,9.35929643,9.504638094
CMP3221,6.646283376,5.247724698
CMP3222,9.50663116,9.619205603
CMP3223,7.251325781,4.861076538
CMP3224,9.284509819,9.128824223
CMP3225,9.299898309,10.48030277
CMP3226,6.478677879,5.724922384
CMP3227,7.283327618,8.491357804
CMP3228,7.521294522,8.448589786
CMP3229,9.189476453,10.13612958
CMP3230,7.87572934,7.694589215
CMP3231,9.626268284,10.02105615
CMP3232,8.96270497,7.057354259
CMP3233,9.227636465,7.276482265
CMP3234,8.458484334,7.217889125
CMP3235,9.076944524,2.81435133
CMP3236,9.68615349,9.243700154
CMP3237,8.542909325,8.932569165
CMP3238,8.133386872,7.622857851
CMP3239,8.815096581,9.32619027
CMP3240,9.414832744,8.480405389
CMP3241,7.530956612,9.19747298
CMP3242,8.595323481,9.425632755
CMP3243,8.699477503,9.215973292
CMP3244,9.129571615,10.13180631
CMP3245,8.477133488,8.776931745
CMP3246,6.579463004,7.047975475
CMP3247,9.016851478,10.76304802
CMP3248,9.520574053,9.443168149
CMP3249,9.074570267,10.61017065
CMP3250,9.226710527,8.313686347
CMP3251,8.489490654,7.662892154
CMP3252,7.574057812,7.093827372
CMP3253,9.089666167,10.64512018
CMP3254,9.184082478,10.06031881
CMP3255,8.769692466,10.51661728
CMP3256,9.617614271,11.06541535
CMP3257,9.453203093,11.04527368
CMP3258,8.895385051,10.97592785
CMP3259,6.634614408,7.358232215
CMP3260,7.488215897,3.895729076
CMP3261,9.52814181,8.176644465
CMP3262,9.548686146,10.76847995
CMP3263,7.273277498,9.372743455
CMP3264,8.619896523,8.180649854
CMP3265,6.082753093,5.62628412
CMP3266,9.101777229,5.259666331
CMP3267,9.752467551,9.94476742
CMP3268,8.397426131,7.920401527
CMP3269,9.717018149,8.118577523
CMP3270,7.776124707,5.490693358
CMP3271,9.345823288,9.655257445
CMP3272,9.413399359,10.01657611
CMP3273,9.443069301,6.017607739
CMP3274,8.825999378,10.65662487
CMP3275,7.96727167,7.562475215
CMP3276,7.721125554,10.49456725
CMP3277,8.074388405,8.199985794
CMP3278,6.430220748,6.600832299
CMP3279,8.807650068,10.59446048
CMP3280,7.537363576,6.812689805
CMP3281,6.580059078,4.451694407
CMP3282,6.656528143,6.609065366
CMP3283,8.709545403,7.304020684
CMP3284,7.918109697,9.692302756
CMP3285,9.176305697,9.663645202
CMP3286,8.866782718,9.640663136
CMP3287,8.988590073,8.054666731
CMP3288,6.934658929,2.059493081
CMP3289,6.802690354,4.350240185
CMP3290,9.194330185,9.395826883
CMP3291,6.804090202,6.383702234
CMP3292,7.511074755,9.157746466
CMP3293,7.375562186,8.927008036
CMP3294,6.785875883,7.611756841
CMP3295,7.666355018,6.397972888
CMP3296,8.222701448,5.712613344
CMP3297,9.469292529,8.273479735
CMP3298,7.480780626,4.501380712
CMP3299,7.333860134,5.256448478
CMP3300,6.761548292,6.421728145
CMP3301,9.469862504,8.968308227
CMP3302,9.520200415,8.815562784
CMP3303,9.395307037,9.124705503
CMP3304,9.325898504,8.089687543
CMP3305,6.897984371,7.88855567
CMP3306,8.9016511,9.246092674
CMP3307,7.137525113,7.568172555
CMP3308,8.548938045,9.524570146
CMP3309,9.201158705,8.513592731
CMP3310,7.208248593,6.819848333
CMP3311,9.175997808,10.57972313
CMP3312,9.360997015,10.78293071
CMP3313,6.764271736,7.45542574
CMP3314,9.487922084,10.60981056
CMP3315,9.568253621,11.2096448
CMP3316,9.940310376,10.70457495
CMP3317,8.917252912,9.457441658
CMP3318,9.275672624,9.598004381
CMP3319,6.311053252,5.77671497
CMP3320,7.65623195,4.537380262
CMP3321,8.036596807,7.668769733
CMP3322,9.663289933,10.08963255
CMP3323,8.448266634,8.542609058
CMP3324,7.889166373,7.2788085
CMP3325,9.462569589,9.744216207
CMP3326,9.520218429,9.306445105
CMP3327,9.281613567,7.209922622
CMP3328,8.291259736,10.11628867
CMP3329,6.757431836,7.591851481
CMP3330,6.802156246,8.359035389
CMP3331,7.124501675,8.665863382
CMP3332,9.060077265,9.331807646
CMP3333,8.654015414,8.684940485
CMP3334,9.159174889,5.153359897
CMP3335,9.787298627,10.14682353
CMP3336,8.190485994,8.293063519
CMP3337,9.759270872,8.419518477
CMP3338,9.210898073,6.813533456
CMP3339,7.781095534,5.526348778
CMP3340,7.69429857,7.219754875
CMP3341,7.965683853,7.746965522
CMP3342,5.911377834,6.001012819
CMP3343,9.836791003,10.64114137
CMP3344,7.330899889,8.684847214
CMP3345,6.912104694,4.232606122
CMP3346,9.039475725,6.908042201
CMP3347,6.654635474,5.394509522
CMP3348,7.815675805,8.666222037
CMP3349,7.657766171,9.979012907
CMP3350,8.666830949,7.51582398
CMP3351,6.575941789,6.007251685
CMP3352,9.287533308,9.993500043
CMP3353,7.460734843,10.40894075
CMP3354,7.577078671,7.611969953
CMP3355,7.538748104,6.552314855
CMP3356,7.840830116,9.44132418
CMP3357,9.447350456,10.65328164
CMP3358,9.586932124,8.82400772
CMP3359,9.282231174,9.172901629
CMP3360,7.00809236,9.014039697
CMP3361,9.101653245,10.05612036
CMP3362,8.488236405,10.93780469
CMP3363,7.528709204,5.451465084
CMP3364,7.523298063,9.112375422
CMP3365,8.976994636,6.353871084
CMP3366,8.617856559,3.910203854
CMP3367,9.349718751,2.618980726
CMP3368,8.201444434,9.052085207
CMP3369,7.061471305,8.147322132
CMP3370,9.277371688,8.973239007
CMP3371,8.385056619,8.650844167
CMP3372,9.778989725,9.739105263
CMP3373,7.035127348,5.886137637
CMP3374,7.33997956,5.256929191
CMP3375,8.137889287,8.390797977
CMP3376,9.501206947,8.803914401
CMP3377,7.670163694,8.262554709
CMP3378,9.498862991,9.847326311
CMP3379,9.211025016,11.07315598
CMP3380,9.412563911,8.815583208
CMP3381,10.08075504,9.117046143
CMP3382,6.931099961,8.421152098
CMP3383,6.1064144,6.316172891
CMP3384,7.867937843,8.970814256
CMP3385,7.010011863,4.411215933
CMP3386,9.752575339,9.843723097
CMP3387,9.43682014,10.10487077
CMP3388,9.495845189,10.31403973
CMP3389,7.430770525,7.914665218
CMP3390,9.525730495,7.841687321
CMP3391,9.560491141,9.66059378
CMP3392,6.631626742,8.809811906
CMP3393,8.486026102,7.215526864
CMP3394,9.397602958,9.642757808
CMP3395,9.758826006,9.759495224
CMP3396,9.258531851,6.721186522
CMP3397,9.369729973,10.4887524
CMP3398,6.557070328,8.398280275
CMP3399,8.057913768,7.903580253
CMP3400,8.349925106,7.355808931
CMP3401,6.736300433,6.928353419
CMP3402,7.646391722,7.249771189
CMP3403,8.157022892,9.355486413
CMP3404,6.614289576,4.261561758
CMP3405,9.25477532,10.40650781
CMP3406,8.303531103,6.173384384
CMP3407,6.731094862,4.773452829
CMP3408,8.628899421,11.08449023
CMP3409,9.228714372,9.13756447
CMP3410,9.504247673,9.303189511
CMP3411,9.325558166,6.107414374
CMP3412,6.999863985,7.584812402
CMP3413,8.977864734,9.703600324
CMP3414,9.40622373,9.700016164
CMP3415,9.011486319,10.18083423
CMP3416,9.075282721,9.57718585
CMP3417,6.786494133,7.00079389
CMP3418,9.991479042,9.887793125
CMP3419,6.426656732,5.584420873
CMP3420,7.720908386,8.788328958
CMP3421,9.532483895,9.313276477
CMP3422,9.033096012,7.027876082
CMP3423,9.883624039,9.321292532
CMP3424,6.826423138,5.867021131
CMP3425,6.818074009,6.227886665
CMP3426,9.057767039,7.656534725
CMP3427,9.29855772,8.946793903
CMP3428,7.393460884,5.662567955
CMP3429,8.925629323,10.78940438
CMP3430,9.276322543,9.010511491
CMP3431,7.426225122,7.34764054
CMP3432,9.815121279,9.646367106
CMP3433,6.44949611,6.695598709
CMP3434,9.121617501,7.21767317
CMP3435,9.25175724,9.704837994
CMP3436,7.916597471,7.661820221
CMP3437,9.039473108,9.950102596
CMP3438,6.968292295,8.503433268
CMP3439,9.306612327,7.152345176
CMP3440,9.200815333,8.654816891
CMP3441,10.08036913,11.11688389
CMP3442,8.303617183,7.42312987
CMP3443,9.269148016,7.852430664
CMP3444,8.654664915,8.366824379
CMP3445,9.116072351,10.40718204
CMP3446,7.028877325,5.402291287
CMP3447,8.370836774,8.839030916
CMP3448,8.551247279,10.42149859
CMP3449,9.357366759,9.517164251
CMP3450,9.469451782,8.912493501
CMP3451,9.294658682,10.0395367
CMP3452,9.815573792,8.583981813
CMP3453,6.828024707,7.060576761
CMP3454,9.563213131,10.98473342
CMP3455,9.571830044,8.210203752
CMP3456,6.389180049,7.478994512
CMP3457,9.654991189,9.132975154
CMP3458,9.361529235,8.276572009
CMP3459,9.592643821,10.44122649
CMP3460,9.187017025,10.32406983
CMP3461,7.344280622,6.710584889
CMP3462,9.185181645,10.68469982
CMP3463,9.094678522,9.488803276
CMP3464,8.330215717,6.991520085
CMP3465,9.333867672,9.69609004
CMP3466,9.356036967,10.68301812
CMP3467,5.852804217,7.373038588
CMP3468,9.378954676,9.769496827
CMP3469,6.954415131,8.458370652
CMP3470,8.363062504,7.138157573
CMP3471,8.484444245,6.849329664
CMP3472,8.585242104,8.897907244
CMP3473,6.906533934,10.21742176
CMP3474,7.757642953,9.19102028
CMP3475,8.023373287,10.96637446
CMP3476,7.166358692,4.565595222
CMP3477,9.145417881,7.32071208
CMP3478,6.642332586,7.714231308
CMP3479,8.669696727,8.591679333
CMP3480,7.91984452,10.03573242
CMP3481,7.728980545,7.751864459
CMP3482,9.614927462,8.971837693
CMP3483,9.072611325,8.038509816
CMP3484,6.830632159,8.979821178
CMP3485,7.990266833,8.089864492
CMP3486,8.299390452,6.192329614
CMP3487,9.366877612,7.798487483
CMP3488,9.113677821,9.191049354
CMP3489,9.140790966,10.00158378
CMP3490,9.048094467,10.45524581
CMP3491,7.660576951,6.430902566
CMP3492,8.689819412,10.33912401
CMP3493,8.917632195,9.902290318
CMP3494,7.319514579,8.07068955
CMP3495,8.555660163,10.71524081
CMP3496,6.731706176,6.774987057
CMP3497,6.818331253,7.929406441
CMP3498,9.676686415,10.96107024
CMP3499,9.886402362,9.384025844
CMP3500,8.668985931,9.706996566
CMP3501,9.309612419,9.279138695
CMP3502,8.398597849,7.519067664
CMP3503,9.433331018,8.703310325
CMP3504,7.676128211,9.113690164
CMP3505,7.757362939,6.69158171
CMP3506,8.469453543,5.980305975
CMP3507,8.232237793,9.359856511
CMP3508,6.249467508,7.665562841
CMP3509,9.21176904,9.818907771
CMP3510,9.537784573,9.59712558
CMP3511,7.043147665,8.155397068
CMP3512,8.385889196,9.319996394
CMP3513,7.269186487,6.923906482
CMP3514,7.51046408,3.738500667
CMP3515,9.158931094,9.37667673
CMP3516,9.141634521,10.67911668
CMP3517,8.109530955,8.855600695
CMP3518,9.322757876,10.75159176
CMP3519,9.405705012,8.46609747
CMP3520,9.782660604,11.06308445
CMP3521,7.525335693,7.604824846
CMP3522,7.733369357,8.836742598
CMP3523,9.427228136,9.097130261
CMP3524,9.539126716,8.194401634
CMP3525,9.354396922,8.029563282
CMP3526,8.454967505,9.825628742
CMP3527,9.207286289,10.36760717
CMP3528,9.670122738,11.05573537
CMP3529,9.151919392,9.621536995
CMP3530,9.260428188,6.386317143
CMP3531,9.330543431,10.65307481
CMP3532,7.486106044,5.912327045
CMP3533,9.449303774,8.106522194
CMP3534,9.411516443,8.772396104
CMP3535,8.120566666,10.1377744
CMP3536,6.574577451,4.352218544
CMP3537,9.518464788,7.178986212
CMP3538,8.701880353,8.925849575
CMP3539,7.682369254,7.582549402
CMP3540,8.822716322,8.409875902
CMP3541,7.007594725,8.11675181
CMP3542,9.374710118,7.878176828
CMP3543,8.203800061,9.43562437
CMP3544,9.277981119,6.731603021
CMP3545,8.837125164,11.08572817
CMP3546,8.690888356,10.94867467
CMP3547,8.003210819,7.392499845
CMP3548,7.131730222,9.108033241
CMP3549,7.494419584,8.738452144
CMP3550,9.831592293,10.76339245
CMP3551,9.78734861,10.06161425
CMP3552,7.263282026,8.269467823
CMP3553,8.616285288,4.221371315
CMP3554,9.732041424,9.881223012
CMP3555,6.652232625,5.097039407
CMP3556,6.990109919,6.487744331
CMP3557,7.931824964,7.198813631
CMP3558,6.830061328,7.055352923
CMP3559,7.265562936,7.144866019
CMP3560,9.50421499,7.736533996
CMP3561,7.815023402,7.45343508
CMP3562,8.959289405,7.772926935
CMP3563,6.187080065,5.813784318
CMP3564,7.256256277,7.537602734
CMP3565,8.948716157,7.199892059
CMP3566,9.12790156,11.15315594
CMP3567,10.18635191,11.0987584
CMP3568,9.652510016,8.605223168
CMP3569,10.06450368,9.264459367
CMP3570,8.739567006,8.301590828
CMP3571,7.135929752,5.879084855
CMP3572,7.356154129,8.331512528
CMP3573,8.318930302,9.134526087
CMP3574,9.337092526,8.511385482
CMP3575,9.79736232,11.13575803
CMP3576,9.799237548,8.770539433
CMP3577,7.21063637,8.382031313
CMP3578,9.188244341,10.79630027
CMP3579,9.422075894,7.870740667
CMP3580,9.404279651,10.57775917
CMP3581,9.375836681,10.98737181
CMP3582,9.119667509,8.543819023
CMP3583,6.990495563,5.208007411
CMP3584,9.540422337,10.75800897
CMP3585,8.955487038,10.73456876
CMP3586,9.224588146,9.770041509
CMP3587,8.638369857,8.038773468
CMP3588,9.024443185,9.953353271
CMP3589,9.320615168,10.8571992
CMP3590,7.774556804,8.358848295
CMP3591,8.253548183,9.013939277
CMP3592,7.463007565,6.315952865
CMP3593,6.942974422,6.923293668
CMP3594,7.488615775,6.864511249
CMP3595,9.45497101,8.115104496
CMP3596,9.010982345,8.926381611
CMP3597,8.78775375,9.582777345
CMP3598,8.947268978,10.37602354
CMP3599,6.656567929,5.03331403
CMP3600,8.978790991,8.400311323
CMP3601,8.747179542,5.979128526
CMP3602,7.886389335,10.16863966
CMP3603,7.075439269,7.111693633
CMP3604,9.448382274,9.024842643
CMP3605,6.918255823,8.007889004
CMP3606,8.928463582,10.21378952
CMP3607,8.798121529,7.711322344
CMP3608,9.357207223,9.442158181
CMP3609,9.262156748,7.9924121
CMP3610,8.563081232,10.54143765
CMP3611,7.793533739,10.12847802
CMP3612,7.440534718,3.011115533
CMP3613,8.547570179,6.45796236
CMP3614,7.210796363,7.766287893
CMP3615,6.94486836,10.10558578
CMP3616,8.2079793,6.870931148
CMP3617,9.713798926,9.783708772
CMP3618,6.39647003,5.230868538
CMP3619,6.81313008,6.042270532
CMP3620,7.473973707,8.091586309
CMP3621,8.747500573,9.534576943
CMP3622,9.821301119,9.173180191
CMP3623,6.850713992,7.153324635
CMP3624,7.980425463,6.972809365
CMP3625,7.998352186,8.766122515
CMP3626,7.832449387,8.195469186
CMP3627,9.197963653,8.335792841
CMP3628,8.171274367,8.058238751
CMP3629,9.000106777,9.926356111
CMP3630,6.963063278,8.092485484
CMP3631,9.972252802,9.237017752
CMP3632,6.258832161,4.041739231
CMP3633,8.9097566,8.79515668
CMP3634,8.15090549,8.930668254
CMP3635,9.222460574,9.188770491
CMP3636,9.105603403,10.38104468
CMP3637,9.53257345,9.711501454
CMP3638,9.125863682,10.51945967
CMP3639,8.049340919,9.012367641
CMP3640,8.533820656,10.25842947
CMP3641,8.2941393,8.969563701
CMP3642,7.982683492,8.736806036
CMP3643,7.333333839,4.736988442
CMP3644,9.500547949,8.365925291
CMP3645,9.422726524,10.53622368
CMP3646,7.088396925,3.714933052
CMP3647,9.418207688,10.47564609
CMP3648,6.853128362,3.66277972
CMP3649,8.727454958,10.57051669
CMP3650,6.987284123,8.597793557
CMP3651,9.47911342,7.148203318
CMP3652,8.793115568,8.943622488
CMP3653,9.102420413,9.907713746
CMP3654,6.418323928,3.680363648
CMP3655,6.951002571,6.771827033
CMP3656,7.496879272,7.752474324
CMP3657,7.198914764,9.830322247
CMP3658,7.878590498,10.86008941
CMP3659,9.512231194,9.198030874
CMP3660,9.555952347,8.455215889
CMP3661,9.422254313,8.494495273
CMP3662,6.924542321,4.926669542
CMP3663,7.73915281,6.69323876
CMP3664,9.320977004,9.526426076
CMP3665,7.154283823,7.032683359
CMP3666,9.357806455,10.22447156
CMP3667,7.89910048,9.907160151
CMP3668,8.881533649,8.69284986
CMP3669,9.760693433,10.5833371
CMP3670,8.424880008,9.615360708
CMP3671,6.993280774,5.266537541
CMP3672,8.673124748,10.80560581
CMP3673,9.02191153,8.717404109
CMP3674,6.13175636,4.165041222
CMP3675,7.795858461,8.923550482
CMP3676,8.461074467,6.641098812
CMP3677,9.23181735,5.890463342
CMP3678,6.632047029,5.915902937
CMP3679,8.074179215,8.733003322
CMP3680,6.685076289,6.013212743
CMP3681,6.608425197,8.213572369
CMP3682,7.668488822,9.168654726
CMP3683,6.544514,6.240715305
CMP3684,7.590464872,9.262972567
CMP3685,8.142960209,5.336029916
CMP3686,7.21879796,7.746798774
CMP3687,7.324222439,6.034097453
CMP3688,9.832439979,9.352481785
CMP3689,7.980165919,8.77003428
CMP3690,7.083230103,9.484842572
CMP3691,7.242075598,7.771546935
CMP3692,8.679723023,8.852693829
CMP3693,9.306572698,7.311901382
CMP3694,9.428764821,9.049078504
CMP3695,8.665150084,6.919175512
CMP3696,9.204916014,10.6569827
CMP3697,9.789656181,8.142300385
CMP3698,7.785564391,6.018728104
CMP3699,9.103793326,10.89353131
CMP3700,9.337468448,8.693653654
CMP3701,7.29214122,3.569812684
CMP3702,8.077418293,4.842311156
CMP3703,9.298593011,10.96973023
CMP3704,8.750410229,10.6049323
CMP3705,7.534195231,8.562815951
CMP3706,6.827269642,6.116083883
CMP3707,7.528635329,8.845300195
CMP3708,9.024495358,7.80528627
CMP3709,8.959190125,9.794915653
CMP3710,7.447920639,6.29134999
CMP3711,6.432970868,3.925250973
CMP3712,9.376344817,9.152055075
CMP3713,7.492422685,7.972450157
CMP3714,5.47605524,5.234642211
CMP3715,8.334865552,10.7423433
CMP3716,6.924792242,7.239772067
CMP3717,8.234393312,6.49096277
CMP3718,9.429136536,10.2998457
CMP3719,7.786766491,7.331380374
CMP3720,9.20063481,9.560461818
CMP3721,7.558337483,4.914700126
CMP3722,7.760122144,6.708643213
CMP3723,8.886288564,9.69785682
CMP3724,8.089777347,8.53809371
CMP3725,7.373069353,5.223667056
CMP3726,6.97741803,5.539776755
CMP3727,8.891572525,10.80188143
CMP3728,8.733956075,8.16601671
CMP3729,7.560134488,9.002442678
CMP3730,9.241125333,5.594985371
CMP3731,6.700846448,6.08262502
CMP3732,9.263360664,7.876977799
CMP3733,9.66879857,10.74062837
CMP3734,6.584273485,3.70685266
CMP3735,9.442488321,9.550097792
CMP3736,6.704643339,6.254092417
CMP3737,7.828513286,10.12414543
CMP3738,9.206693978,7.760946731
CMP3739,9.023637983,10.48450425
CMP3740,5.930481384,5.727644198
CMP3741,9.036767112,9.696991513
CMP3742,7.824240305,8.252575771
CMP3743,9.258541482,10.89445247
CMP3744,9.819993669,9.341800994
CMP3745,6.67564465,7.195588191
CMP3746,7.888225624,10.59722711
CMP3747,9.326512665,9.891207304
CMP3748,8.727668098,10.48681359
CMP3749,9.154128377,9.281342001
CMP3750,7.730898336,8.209357146
CMP3751,8.25576235,11.20289333
CMP3752,7.227080672,8.328875429
CMP3753,7.845510434,6.01651637
CMP3754,9.466754494,8.454099108
CMP3755,9.382736314,10.40446178
CMP3756,9.487890647,9.772337091
CMP3757,7.811913364,9.286879651
CMP3758,6.386650717,1.5777232
CMP3759,9.452589372,9.796932931
CMP3760,7.73787188,6.475079462
CMP3761,8.82174782,10.70868938
CMP3762,9.402565451,9.451791077
CMP3763,9.488828206,7.249694592
CMP3764,9.277804137,6.775933921
CMP3765,8.905940464,7.588965765
CMP3766,8.95359551,9.796440831
CMP3767,6.381276716,3.970744806
CMP3768,6.714548992,8.817426714
CMP3769,9.388574144,9.478010042
CMP3770,7.648453102,8.120289716
CMP3771,9.394181755,9.139009381
CMP3772,7.92770998,9.891190235
CMP3773,6.69886947,4.260728656
CMP3774,7.428017462,8.705755038
CMP3775,9.282093649,10.62908858
CMP3776,6.852259981,3.318147752
CMP3777,7.786401333,9.373054833
CMP3778,7.813154123,8.419232614
CMP3779,6.769028302,4.925947356
CMP3780,8.425494145,7.805380636
CMP3781,6.944801752,4.81732946
CMP3782,9.202659489,10.04855213
CMP3783,7.921749824,6.734599513
CMP3784,7.141381478,5.436632104
CMP3785,7.358706267,5.74092193
CMP3786,7.715500855,6.93652226
CMP3787,9.391829668,10.8529087
CMP3788,6.205785846,4.450792115
CMP3789,9.13403389,8.850359728
CMP3790,9.32580606,7.315792746
CMP3791,9.112558503,10.04387795
CMP3792,7.564555058,7.532439418
CMP3793,9.471853965,8.661022436
CMP3794,8.358648351,8.046588393
CMP3795,6.704023211,4.840556301
CMP3796,6.585795866,7.382849231
CMP3797,7.775360116,10.19547453
CMP3798,9.110898297,8.799978262
CMP3799,9.31998982,7.866905686
CMP3800,8.933133835,10.79968939
CMP3801,7.789884158,9.402203852
CMP3802,9.618836021,10.93810506
CMP3803,7.604079772,8.812470512
CMP3804,7.181885091,10.13425117
CMP3805,9.529656074,10.6298867
CMP3806,6.777067676,7.070219887
CMP3807,9.822094081,9.266657954
CMP3808,6.757311937,7.183908123
CMP3809,7.455332551,10.04091679
CMP3810,8.142440272,5.834091048
CMP3811,8.511975568,9.535230922
CMP3812,6.60923073,4.951580627
CMP3813,7.857767019,7.797428967
CMP3814,8.399315313,6.599748037
CMP3815,9.749784013,8.100529522
CMP3816,9.629398444,8.552682187
CMP3817,9.304563878,8.001899076
CMP3818,7.451778935,7.663252654
CMP3819,9.242182824,8.158418888
CMP3820,9.866476471,8.808648118
CMP3821,8.760722034,7.894640594
CMP3822,9.503006261,9.78474192
CMP3823,8.825456641,8.492816149
CMP3824,7.656972745,4.750040611
CMP3825,9.403935775,10.57278399
CMP3826,6.328821742,1.02275244
CMP3827,9.502117189,9.65043165
CMP3828,9.493447595,11.14389236
CMP3829,8.863385677,9.869001438
CMP3830,8.995866726,8.217610685
CMP3831,7.900627218,9.16188675
CMP3832,9.278686751,7.700420765
CMP3833,8.40357287,10.49686575
CMP3834,9.34381181,5.882006211
CMP3835,9.033738055,9.863514177
CMP3836,6.474052411,3.888272787
CMP3837,9.067365166,8.888248484
CMP3838,7.747380486,7.063005343
CMP3839,9.39591906,8.88961007
CMP3840,8.97126888,9.235627479
CMP3841,7.575708726,7.78725643
CMP3842,9.036014,8.853323669
CMP3843,8.473105536,10.80247921
CMP3844,6.588981273,5.447151106
CMP3845,8.922905433,9.440529648
CMP3846,8.481586437,4.283932671
CMP3847,6.349393418,7.51829331
CMP3848,8.194145766,7.021606928
CMP3849,7.849535815,9.827327335
CMP3850,7.896020778,6.146021614
CMP3851,6.336325787,5.673213125
CMP3852,7.941180313,6.832881998
CMP3853,9.479653842,9.238683969
CMP3854,8.248539523,8.545383865
CMP3855,7.253257457,6.677037438
CMP3856,9.30765975,6.750426345
CMP3857,7.328987618,5.984544556
CMP3858,8.603132338,6.371071772
CMP3859,7.862217672,7.011135715
CMP3860,8.908031518,10.3641496
CMP3861,8.502538633,8.357672893
CMP3862,7.571848619,9.322101959
CMP3863,9.451048756,8.097373306
CMP3864,8.905174755,7.807138317
CMP3865,9.158343571,8.895567962
CMP3866,9.543403325,8.548408144
CMP3867,9.250388848,8.471872446
CMP3868,7.08178588,7.343695524
CMP3869,9.247732443,9.278009345
CMP3870,8.701102185,8.631842473
CMP3871,6.07116507,7.668666975
CMP3872,8.900622548,9.717942577
CMP3873,7.689216966,9.182549186
CMP3874,9.111406195,8.750896212
CMP3875,7.670963479,5.19012492
CMP3876,7.906930421,5.562457576
CMP3877,8.284462654,9.060922957
CMP3878,7.449366389,7.205647615
CMP3879,6.708157673,6.855084766
CMP3880,9.241588428,9.590736072
CMP3881,9.602948244,9.221010744
CMP3882,9.835152172,10.76426836
CMP3883,7.505052988,8.179554046
CMP3884,7.90243505,8.535660639
CMP3885,6.933298048,7.505916552
CMP3886,9.426247543,8.357254091
CMP3887,7.014136363,9.151188209
CMP3888,9.569430414,8.575559295
CMP3889,8.608410803,9.344719841
CMP3890,9.286782805,9.655249617
CMP3891,6.283877307,7.531523448
CMP3892,9.42166091,9.226663501
CMP3893,7.551298025,7.6554495
CMP3894,7.090320969,7.238947356
CMP3895,8.07385826,7.855786149
CMP3896,8.563740627,10.50242242
CMP3897,9.50384033,9.771390387
CMP3898,6.391358998,3.300182753
CMP3899,9.082765812,10.60445146
CMP3900,9.380453487,6.653186607
CMP3901,9.282842617,10.34621112
CMP3902,9.308308992,10.15268982
CMP3903,9.394975895,7.91817291
CMP3904,9.126570453,9.127359145
CMP3905,7.66408,7.491787599
CMP3906,6.540383818,6.260585957
CMP3907,6.928842784,7.018221365
CMP3908,6.52250453,6.330824298
CMP3909,6.747604879,4.576363685
CMP3910,7.534548939,7.330397239
CMP3911,8.781365892,9.070424346
CMP3912,7.439227971,7.67636993
CMP3913,7.853417866,9.005132991
CMP3914,9.465250893,9.116382198
CMP3915,8.677275549,10.23048562
CMP3916,7.408576144,4.58200886
CMP3917,7.650713325,7.058692276
CMP3918,9.341024631,10.20184852
CMP3919,8.732137502,8.503943058
CMP3920,7.111767563,6.668035984
CMP3921,6.865552082,7.564544106
CMP3922,9.117872812,10.08502348
CMP3923,7.842906346,6.484448759
CMP3924,7.886583727,8.328544641
CMP3925,6.345962263,9.08748734
CMP3926,7.221130863,9.670995829
CMP3927,9.151979546,10.78262522
CMP3928,8.976175174,7.682940557
CMP3929,7.610470168,8.951190098
CMP3930,9.563195801,9.673465574
CMP3931,9.416757189,10.09138614
CMP3932,7.979170619,8.674120593
CMP3933,8.398021314,8.420306358
CMP3934,9.762332501,9.378412837
CMP3935,7.051925219,5.825765116
CMP3936,6.768021273,6.12893295
CMP3937,8.747069721,8.017937577
CMP3938,6.798367508,6.881222214
